               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 111,            0.017839,           0.0050124,                   0,             0.98686,                0.98,             0.99412,             0.63348,            0.025161,           0.0028852,                   0,            0.005644,            0.005644,            0.005644
                 112,            0.017668,              0.0051,                   0,             0.98574,                0.98,             0.99374,             0.62182,            0.025323,           0.0029681,                   0,           0.0056044,           0.0056044,           0.0056044
                 113,            0.017651,           0.0050274,                   0,             0.98668,                0.98,             0.99405,             0.64206,            0.024247,           0.0026369,                   0,           0.0055648,           0.0055648,           0.0055648
                 114,            0.017939,            0.004979,                   0,             0.98994,             0.98388,             0.99433,             0.64816,            0.023528,            0.002588,                   0,           0.0055252,           0.0055252,           0.0055252
                 115,            0.017868,           0.0050328,                   0,             0.98941,                0.99,             0.99433,             0.64716,            0.025047,           0.0027584,                   0,           0.0054856,           0.0054856,           0.0054856
                 116,            0.017418,           0.0049658,                   0,             0.99443,                0.99,             0.99462,              0.6462,            0.024022,           0.0027767,                   0,            0.005446,            0.005446,            0.005446
                 117,            0.017666,           0.0050319,                   0,             0.96976,                   1,             0.99441,             0.63848,            0.023959,           0.0026629,                   0,           0.0054064,           0.0054064,           0.0054064
                 118,            0.017442,            0.005154,                   0,             0.98563,                   1,             0.99441,             0.64808,            0.023477,           0.0026451,                   0,           0.0053668,           0.0053668,           0.0053668
                 119,            0.017287,           0.0048377,                   0,             0.99009,             0.99936,              0.9945,             0.65345,            0.023066,           0.0025362,                   0,           0.0053272,           0.0053272,           0.0053272
                 120,             0.01759,           0.0048711,                   0,             0.99009,             0.99873,              0.9949,              0.6184,            0.025016,           0.0027285,                   0,           0.0052876,           0.0052876,           0.0052876
                 121,            0.017483,           0.0049853,                   0,             0.98936,                0.99,              0.9947,             0.65348,            0.024166,           0.0025926,                   0,            0.005248,            0.005248,            0.005248
                 122,            0.016921,           0.0050161,                   0,             0.99934,                0.99,              0.9948,             0.64947,            0.023202,            0.002575,                   0,           0.0052084,           0.0052084,           0.0052084
                 123,            0.017762,           0.0051992,                   0,             0.98937,                   1,              0.9949,             0.68546,            0.023052,           0.0025716,                   0,           0.0051688,           0.0051688,           0.0051688
                 124,            0.016904,           0.0048407,                   0,                0.99,             0.98958,             0.99421,             0.67394,            0.022885,           0.0025275,                   0,           0.0051292,           0.0051292,           0.0051292
                 125,              0.0172,           0.0048741,                   0,               0.987,                0.99,             0.99397,              0.6593,            0.023738,           0.0025902,                   0,           0.0050896,           0.0050896,           0.0050896
                 126,            0.017059,           0.0048371,                   0,             0.99863,                0.98,             0.99381,             0.65812,            0.024489,           0.0026672,                   0,             0.00505,             0.00505,             0.00505
                 127,            0.016628,           0.0048693,                   0,             0.97992,                0.99,             0.99357,             0.67691,            0.023987,           0.0026023,                   0,           0.0050104,           0.0050104,           0.0050104
                 128,            0.017019,           0.0049771,                   0,             0.99765,                0.97,              0.9833,             0.65428,            0.024317,           0.0027247,                   0,           0.0049708,           0.0049708,           0.0049708
                 129,            0.016825,           0.0048421,                   0,                   1,             0.97647,             0.98719,             0.65978,            0.024004,           0.0025694,                   0,           0.0049312,           0.0049312,           0.0049312
                 130,             0.01626,           0.0046866,                   0,             0.97938,                0.98,             0.99362,             0.65224,            0.023951,           0.0025541,                   0,           0.0048916,           0.0048916,           0.0048916
                 131,            0.016926,            0.004947,                   0,             0.97819,                0.98,             0.98281,             0.64358,            0.024107,           0.0025885,                   0,            0.004852,            0.004852,            0.004852
                 132,            0.016779,           0.0047675,                   0,             0.97998,             0.97888,             0.98076,             0.64963,            0.024408,           0.0026062,                   0,           0.0048124,           0.0048124,           0.0048124
                 133,            0.016227,           0.0046315,                   0,             0.98017,             0.98865,             0.99086,             0.64966,             0.02419,           0.0025644,                   0,           0.0047728,           0.0047728,           0.0047728
                 134,            0.016154,           0.0046643,                   0,             0.98999,               0.989,             0.98907,             0.65313,            0.024331,           0.0026703,                   0,           0.0047332,           0.0047332,           0.0047332
                 135,            0.016619,           0.0047308,                   0,             0.98468,                0.97,             0.98061,             0.64627,            0.025297,           0.0027308,                   0,           0.0046936,           0.0046936,           0.0046936
                 136,            0.016088,           0.0047578,                   0,             0.99508,                0.98,             0.99425,              0.6431,            0.025188,           0.0027303,                   0,            0.004654,            0.004654,            0.004654
                 137,            0.016051,           0.0046117,                   0,             0.98352,                0.99,             0.99416,             0.65856,            0.024427,           0.0026379,                   0,           0.0046144,           0.0046144,           0.0046144
                 138,            0.016138,           0.0047841,                   0,             0.99733,                0.99,             0.98832,             0.64747,            0.024456,           0.0028236,                   0,           0.0045748,           0.0045748,           0.0045748
                 139,            0.015819,           0.0047267,                   0,             0.97928,                0.98,             0.98843,             0.64351,            0.025099,           0.0028558,                   0,           0.0045352,           0.0045352,           0.0045352
                 140,            0.016644,           0.0045648,                   0,              0.9797,                0.99,             0.98842,             0.64551,            0.025029,           0.0028135,                   0,           0.0044956,           0.0044956,           0.0044956
                 141,            0.016025,           0.0045918,                   0,             0.99789,                0.99,             0.99471,              0.6452,            0.025288,            0.002687,                   0,            0.004456,            0.004456,            0.004456
                 142,            0.015802,           0.0047873,                   0,             0.97063,                   1,             0.99411,             0.65144,            0.024751,           0.0027067,                   0,           0.0044164,           0.0044164,           0.0044164
                 143,            0.015744,           0.0046297,                   0,             0.98018,             0.98905,             0.99295,             0.64358,            0.025747,           0.0027555,                   0,           0.0043768,           0.0043768,           0.0043768
                 144,            0.015718,           0.0045169,                   0,             0.98999,             0.98881,             0.98985,             0.64341,            0.024548,           0.0026453,                   0,           0.0043372,           0.0043372,           0.0043372
                 145,             0.01604,           0.0046242,                   0,             0.98017,             0.98876,             0.99201,             0.64134,            0.024923,           0.0026629,                   0,           0.0042976,           0.0042976,           0.0042976
                 146,            0.016026,           0.0046256,                   0,             0.98532,                0.99,             0.99347,             0.64224,            0.024914,           0.0026583,                   0,            0.004258,            0.004258,            0.004258
                 147,            0.015514,           0.0045144,                   0,             0.98889,                0.99,             0.99292,             0.65387,            0.023509,             0.00264,                   0,           0.0042184,           0.0042184,           0.0042184
                 148,            0.015946,           0.0045443,                   0,              0.9691,                0.99,             0.99082,             0.63201,            0.024588,           0.0027621,                   0,           0.0041788,           0.0041788,           0.0041788
                 149,            0.015698,           0.0045123,                   0,             0.97993,             0.97636,             0.98637,             0.63457,            0.024862,           0.0027001,                   0,           0.0041392,           0.0041392,           0.0041392
                 150,            0.015173,           0.0045013,                   0,              0.9888,                0.99,             0.99391,             0.64676,            0.024158,           0.0026063,                   0,           0.0040996,           0.0040996,           0.0040996
                 151,            0.015541,           0.0044467,                   0,             0.99857,                0.99,             0.99401,             0.63909,             0.02388,           0.0026222,                   0,             0.00406,             0.00406,             0.00406
                 152,            0.015166,           0.0045091,                   0,                   1,             0.98832,             0.99471,             0.64835,            0.024054,           0.0026311,                   0,           0.0040204,           0.0040204,           0.0040204
                 153,            0.015235,           0.0045626,                   0,             0.98941,                0.98,             0.99264,              0.6516,            0.023738,           0.0025997,                   0,           0.0039808,           0.0039808,           0.0039808
                 154,            0.014998,           0.0043502,                   0,             0.98989,             0.97926,             0.99422,             0.64024,              0.0243,           0.0026064,                   0,           0.0039412,           0.0039412,           0.0039412
                 155,            0.015074,           0.0044327,                   0,             0.98978,             0.96872,             0.98721,             0.63944,            0.024821,            0.002573,                   0,           0.0039016,           0.0039016,           0.0039016
                 156,            0.015118,           0.0045057,                   0,             0.98989,             0.97922,             0.99081,             0.65983,            0.023947,           0.0026022,                   0,            0.003862,            0.003862,            0.003862
                 157,            0.014683,           0.0044845,                   0,             0.97015,             0.97502,             0.98594,             0.65604,            0.024867,           0.0025977,                   0,           0.0038224,           0.0038224,           0.0038224
                 158,            0.015095,            0.004544,                   0,             0.97975,             0.96747,             0.98468,             0.63637,            0.024619,           0.0025983,                   0,           0.0037828,           0.0037828,           0.0037828
                 159,            0.015183,           0.0043817,                   0,             0.98416,                0.97,             0.97832,             0.64193,            0.024229,           0.0026011,                   0,           0.0037432,           0.0037432,           0.0037432
                 160,            0.015013,           0.0043407,                   0,             0.96646,                0.98,             0.97754,             0.64464,            0.023996,           0.0026286,                   0,           0.0037036,           0.0037036,           0.0037036
                 161,            0.014929,           0.0043714,                   0,             0.97054,             0.98848,             0.99272,             0.65256,            0.024033,           0.0025949,                   0,            0.003664,            0.003664,            0.003664
                 162,            0.014444,           0.0043337,                   0,             0.97086,             0.99936,             0.99391,             0.66598,            0.024343,           0.0026105,                   0,           0.0036244,           0.0036244,           0.0036244
                 163,            0.014893,           0.0043077,                   0,             0.94977,                0.98,             0.98314,             0.67372,             0.02419,           0.0026763,                   0,           0.0035848,           0.0035848,           0.0035848
                 164,            0.014207,           0.0043541,                   0,             0.97742,                0.95,             0.98118,             0.66244,            0.024059,           0.0026543,                   0,           0.0035452,           0.0035452,           0.0035452
                 165,            0.014531,           0.0044701,                   0,             0.97996,             0.97797,             0.99154,             0.66389,            0.023693,           0.0026048,                   0,           0.0035056,           0.0035056,           0.0035056
                 166,            0.014345,           0.0044002,                   0,              0.9792,                0.98,             0.99251,             0.65454,            0.024586,           0.0026338,                   0,            0.003466,            0.003466,            0.003466
                 167,            0.014424,           0.0044153,                   0,             0.98821,                0.98,             0.99255,             0.66048,            0.024156,            0.002679,                   0,           0.0034264,           0.0034264,           0.0034264
                 168,            0.014376,            0.004233,                   0,             0.98998,              0.9876,             0.99345,             0.65045,            0.024525,           0.0026631,                   0,           0.0033868,           0.0033868,           0.0033868
                 169,             0.01428,           0.0042576,                   0,             0.98841,                0.98,             0.99273,             0.65388,            0.024395,           0.0027177,                   0,           0.0033472,           0.0033472,           0.0033472
                 170,              0.0144,           0.0043849,                   0,             0.98019,             0.98966,             0.99006,             0.64795,            0.024698,           0.0027623,                   0,           0.0033076,           0.0033076,           0.0033076
                 171,            0.014399,           0.0044653,                   0,             0.97917,                0.98,             0.99076,             0.64912,            0.023452,           0.0027468,                   0,            0.003268,            0.003268,            0.003268
                 172,            0.014319,           0.0045352,                   0,                   1,             0.97811,             0.99442,             0.65369,            0.023014,           0.0025302,                   0,           0.0032284,           0.0032284,           0.0032284
                 173,            0.014228,           0.0043497,                   0,             0.99855,                0.99,              0.9948,             0.64891,            0.024042,           0.0025947,                   0,           0.0031888,           0.0031888,           0.0031888
                 174,            0.014214,           0.0044039,                   0,              0.9974,                0.99,             0.99471,             0.66105,            0.023548,            0.002597,                   0,           0.0031492,           0.0031492,           0.0031492
                 175,            0.014131,           0.0041105,                   0,             0.98999,              0.9888,             0.99405,             0.66963,            0.023227,           0.0025853,                   0,           0.0031096,           0.0031096,           0.0031096
                 176,            0.013645,           0.0041799,                   0,             0.98999,             0.98887,             0.99333,             0.67004,            0.023208,           0.0026573,                   0,             0.00307,             0.00307,             0.00307
                 177,            0.013597,           0.0041942,                   0,             0.98847,                0.99,             0.99452,             0.66957,            0.022741,           0.0026022,                   0,           0.0030304,           0.0030304,           0.0030304
                 178,            0.014204,           0.0042694,                   0,             0.98842,                0.99,             0.99392,             0.66305,            0.023079,           0.0025825,                   0,           0.0029908,           0.0029908,           0.0029908
                 179,            0.013862,           0.0043198,                   0,             0.99617,                0.98,             0.99442,             0.66457,            0.023886,           0.0026794,                   0,           0.0029512,           0.0029512,           0.0029512
                 180,            0.013806,           0.0042144,                   0,             0.98993,                   1,              0.9946,             0.65953,            0.024185,            0.002566,                   0,           0.0029116,           0.0029116,           0.0029116
                 181,            0.013942,            0.004397,                   0,              0.9895,                   1,              0.9945,             0.65943,            0.023937,           0.0025365,                   0,            0.002872,            0.002872,            0.002872
                 182,            0.014039,           0.0041774,                   0,                0.99,             0.98979,             0.99452,             0.65767,            0.023623,           0.0026097,                   0,           0.0028324,           0.0028324,           0.0028324
                 183,            0.013896,           0.0039972,                   0,             0.98017,             0.98876,             0.99432,             0.66512,            0.023735,           0.0026414,                   0,           0.0027928,           0.0027928,           0.0027928
                 184,            0.013494,            0.004166,                   0,             0.98785,                0.99,             0.99432,             0.65913,            0.024147,           0.0026279,                   0,           0.0027532,           0.0027532,           0.0027532
                 185,            0.013536,           0.0041107,                   0,             0.98975,                0.98,             0.98792,             0.67301,            0.023242,           0.0026529,                   0,           0.0027136,           0.0027136,           0.0027136
                 186,            0.013426,           0.0040636,                   0,             0.98889,                0.99,             0.98791,             0.67117,            0.023809,           0.0027356,                   0,            0.002674,            0.002674,            0.002674
                 187,            0.013745,           0.0041198,                   0,             0.98941,                0.99,              0.9936,             0.67147,            0.024177,           0.0026786,                   0,           0.0026344,           0.0026344,           0.0026344
                 188,            0.013358,           0.0040341,                   0,             0.98764,                0.99,             0.99349,             0.66935,            0.023278,            0.002648,                   0,           0.0025948,           0.0025948,           0.0025948
                 189,            0.013511,           0.0040666,                   0,             0.97739,                0.99,             0.99263,              0.6673,            0.023228,           0.0026804,                   0,           0.0025552,           0.0025552,           0.0025552
                 190,            0.013134,           0.0040875,                   0,             0.97474,                0.99,             0.99094,              0.6656,            0.023483,           0.0026766,                   0,           0.0025156,           0.0025156,           0.0025156
                 191,            0.013326,           0.0041344,                   0,             0.97903,                0.99,             0.99349,             0.67039,             0.02331,           0.0026469,                   0,            0.002476,            0.002476,            0.002476
                 192,             0.01334,           0.0042301,                   0,             0.98759,                0.99,             0.99451,             0.67001,            0.023625,           0.0026856,                   0,           0.0024364,           0.0024364,           0.0024364
                 193,            0.013369,           0.0040161,                   0,             0.98791,                0.99,             0.99451,             0.66392,            0.023788,           0.0026465,                   0,           0.0023968,           0.0023968,           0.0023968
                 194,            0.012814,           0.0039857,                   0,             0.98858,                0.99,             0.99421,             0.66672,            0.023979,           0.0026832,                   0,           0.0023572,           0.0023572,           0.0023572
                 195,             0.01292,           0.0040509,                   0,                0.99,             0.98969,             0.98734,             0.65675,            0.024476,           0.0026822,                   0,           0.0023176,           0.0023176,           0.0023176
                 196,            0.013195,            0.004084,                   0,             0.98784,                0.99,             0.99392,             0.66564,            0.024493,           0.0026807,                   0,            0.002278,            0.002278,            0.002278
                 197,            0.013184,           0.0040586,                   0,             0.98175,                0.99,             0.99382,             0.66348,            0.023708,           0.0026367,                   0,           0.0022384,           0.0022384,           0.0022384
                 198,            0.012934,           0.0039149,                   0,             0.98884,                0.99,             0.99413,             0.65561,            0.024216,            0.002668,                   0,           0.0021988,           0.0021988,           0.0021988
                 199,            0.013063,           0.0041827,                   0,               0.988,                0.99,             0.99395,             0.67049,            0.023687,           0.0026454,                   0,           0.0021592,           0.0021592,           0.0021592
                 200,            0.012756,           0.0039204,                   0,             0.98019,             0.98964,              0.9933,             0.66934,            0.023419,           0.0026436,                   0,           0.0021196,           0.0021196,           0.0021196
                 201,            0.012597,           0.0039182,                   0,             0.97881,                0.99,             0.99371,             0.67384,            0.023314,           0.0027261,                   0,             0.00208,             0.00208,             0.00208
                 202,            0.012682,           0.0040968,                   0,             0.97681,                0.99,              0.9934,             0.67071,            0.023498,           0.0027319,                   0,           0.0020404,           0.0020404,           0.0020404
                 203,            0.012608,            0.003958,                   0,             0.97969,                0.99,             0.99363,             0.66718,            0.023516,           0.0027173,                   0,           0.0020008,           0.0020008,           0.0020008
                 204,            0.012606,           0.0039093,                   0,             0.98999,             0.98888,             0.99356,             0.66307,            0.023632,            0.002725,                   0,           0.0019612,           0.0019612,           0.0019612
                 205,            0.012592,            0.004001,                   0,                0.99,             0.98952,             0.99343,             0.66401,            0.023592,           0.0027071,                   0,           0.0019216,           0.0019216,           0.0019216
                 206,            0.012437,           0.0040535,                   0,             0.98697,                0.99,             0.99412,             0.67319,            0.023488,           0.0026555,                   0,            0.001882,            0.001882,            0.001882
                 207,            0.012409,            0.003909,                   0,             0.98819,                0.99,             0.99432,             0.67347,            0.023441,           0.0026763,                   0,           0.0018424,           0.0018424,           0.0018424
                 208,            0.012546,           0.0039626,                   0,             0.98859,                0.99,             0.99422,             0.66182,            0.023918,           0.0027001,                   0,           0.0018028,           0.0018028,           0.0018028
                 209,            0.012637,           0.0039635,                   0,             0.98681,                0.99,             0.99413,              0.6648,            0.023685,           0.0027126,                   0,           0.0017632,           0.0017632,           0.0017632
                 210,            0.012314,           0.0038565,                   0,             0.98317,                0.99,             0.99396,             0.66863,             0.02368,           0.0026894,                   0,           0.0017236,           0.0017236,           0.0017236
                 211,            0.012567,           0.0038223,                   0,             0.97837,                0.99,             0.99366,             0.65863,            0.023579,           0.0026626,                   0,            0.001684,            0.001684,            0.001684
                 212,            0.012165,           0.0039909,                   0,             0.98565,                0.99,             0.98857,             0.66307,            0.023772,           0.0027528,                   0,           0.0016444,           0.0016444,           0.0016444
                 213,            0.012183,           0.0038521,                   0,             0.97964,                0.99,             0.98786,             0.66653,             0.02368,           0.0027628,                   0,           0.0016048,           0.0016048,           0.0016048
                 214,            0.012125,           0.0038382,                   0,             0.98969,                0.99,             0.98799,             0.67185,            0.023576,           0.0027894,                   0,           0.0015652,           0.0015652,           0.0015652
                 215,            0.012135,           0.0037295,                   0,             0.98752,                0.99,              0.9884,             0.66679,            0.023757,           0.0028247,                   0,           0.0015256,           0.0015256,           0.0015256
                 216,             0.01221,           0.0039349,                   0,             0.98785,                0.99,             0.98895,             0.65817,            0.024268,           0.0028299,                   0,            0.001486,            0.001486,            0.001486
                 217,            0.012005,           0.0036922,                   0,             0.97886,                0.99,             0.98862,             0.66056,            0.023994,           0.0027651,                   0,           0.0014464,           0.0014464,           0.0014464
                 218,            0.011966,           0.0038039,                   0,              0.9784,                0.99,             0.98892,             0.67532,            0.023493,           0.0027774,                   0,           0.0014068,           0.0014068,           0.0014068
                 219,            0.012206,             0.00379,                   0,             0.98912,                0.98,             0.98887,             0.66038,             0.02344,           0.0027865,                   0,           0.0013672,           0.0013672,           0.0013672
                 220,            0.012001,           0.0037338,                   0,             0.98499,                0.99,             0.98873,             0.66272,            0.023566,           0.0027655,                   0,           0.0013276,           0.0013276,           0.0013276
                 221,            0.011821,           0.0037359,                   0,             0.97055,             0.98877,             0.98895,             0.66295,             0.02417,           0.0027599,                   0,            0.001288,            0.001288,            0.001288
                 222,            0.011706,           0.0037653,                   0,             0.98444,                0.99,             0.98854,             0.65824,            0.024073,           0.0027346,                   0,           0.0012484,           0.0012484,           0.0012484
                 223,            0.011613,           0.0036102,                   0,                   1,             0.98885,             0.98876,               0.666,            0.024096,           0.0027714,                   0,           0.0012088,           0.0012088,           0.0012088
